,ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,RecreationVisits
0,Acadia NP,1919.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0
1,Acadia NP,1920.0,66500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0
2,Acadia NP,1921.0,69836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69836.0
3,Acadia NP,1922.0,73779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73779.0
4,Acadia NP,1923.0,64200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64200.0
5,Acadia NP,1924.0,71758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71758.0
6,Acadia NP,1925.0,73673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73673.0
7,Acadia NP,1926.0,101256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101256.0
8,Acadia NP,1927.0,123699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123699.0
9,Acadia NP,1928.0,134897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134897.0
10,Acadia NP,1929.0,149554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149554.0
11,Acadia NP,1930.0,154734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154734.0
12,Acadia NP,1931.0,162238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162238.0
13,Acadia NP,1932.0,237596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237596.0
14,Acadia NP,1933.0,262712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262712.0
15,Acadia NP,1934.0,275956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275956.0
16,Acadia NP,1935.0,316114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316114.0
17,Acadia NP,1936.0,340393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340393.0
18,Acadia NP,1937.0,383036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383036.0
19,Acadia NP,1938.0,394319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394319.0
20,Acadia NP,1939.0,396468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396468.0
21,Acadia NP,1940.0,382084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382084.0
22,Acadia NP,1941.0,409961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409961.0
23,Acadia NP,1942.0,36544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36544.0
24,Acadia NP,1943.0,8246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246.0
25,Acadia NP,1944.0,12916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12916.0
26,Acadia NP,1945.0,20200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200.0
27,Acadia NP,1946.0,382390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382390.0
28,Acadia NP,1947.0,434069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434069.0
29,Acadia NP,1948.0,420846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420846.0
30,Acadia NP,1949.0,438584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438584.0
31,Acadia NP,1950.0,485220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485220.0
32,Acadia NP,1951.0,518556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518556.0
33,Acadia NP,1952.0,549075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549075.0
34,Acadia NP,1953.0,556195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556195.0
35,Acadia NP,1954.0,553800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553800.0
36,Acadia NP,1955.0,655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655000.0
37,Acadia NP,1956.0,735500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735500.0
38,Acadia NP,1957.0,858900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858900.0
39,Acadia NP,1958.0,816500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816500.0
40,Acadia NP,1959.0,755900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755900.0
41,Acadia NP,1960.0,1638200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638200.0
42,Acadia NP,1961.0,1574600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574600.0
43,Acadia NP,1962.0,1601500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601500.0
44,Acadia NP,1963.0,1864800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864800.0
45,Acadia NP,1964.0,2011600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011600.0
46,Acadia NP,1965.0,1733600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733600.0
47,Acadia NP,1966.0,2158400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158400.0
48,Acadia NP,1967.0,2102000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102000.0
49,Acadia NP,1968.0,2303300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303300.0
50,Acadia NP,1969.0,2489800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489800.0
51,Acadia NP,1970.0,2776300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776300.0
52,Acadia NP,1971.0,2101100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101100.0
53,Acadia NP,1972.0,2285881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285881.0
54,Acadia NP,1973.0,2394000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394000.0
55,Acadia NP,1974.0,2335800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335800.0
56,Acadia NP,1975.0,2380500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380500.0
57,Acadia NP,1976.0,2353300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353300.0
58,Acadia NP,1977.0,2734600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734600.0
59,Acadia NP,1978.0,2684933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684933.0
60,Acadia NP,1979.0,2787366.0,395913.0,17155530.0,198056.0,0.0,0.0,139708.0,74279.0,0.0,0.0,0.0,2787366.0
61,Acadia NP,1980.0,2779666.0,493429.0,18671588.0,276719.0,0.0,0.0,155704.0,76124.0,0.0,0.0,0.0,2779666.0
62,Acadia NP,1981.0,2997972.0,405001.0,20907596.0,202499.0,0.0,0.0,166557.0,76309.0,0.0,0.0,0.0,2997972.0
63,Acadia NP,1982.0,3572114.0,183047.0,24505138.0,91512.0,0.0,0.0,172759.0,84841.0,0.0,0.0,0.0,3572114.0
64,Acadia NP,1983.0,4124639.0,183024.0,27263188.0,91512.0,0.0,0.0,164429.0,72335.0,0.0,0.0,0.0,4124639.0
65,Acadia NP,1984.0,3734763.0,183034.0,24733408.0,91512.0,0.0,0.0,158697.0,32192.0,0.0,0.0,0.0,3734763.0
66,Acadia NP,1985.0,3745570.0,183024.0,28932970.0,91512.0,0.0,0.0,152585.0,54941.0,0.0,0.0,0.0,3745570.0
67,Acadia NP,1986.0,3929054.0,183024.0,25221988.0,91512.0,0.0,0.0,156438.0,49311.0,0.0,0.0,0.0,3929054.0
68,Acadia NP,1987.0,4288154.0,188280.0,28251442.0,94135.0,0.0,0.0,158649.0,52952.0,0.0,0.0,0.0,4288154.0
69,Acadia NP,1988.0,4502283.0,188676.0,29668170.0,94332.0,0.0,0.0,175545.0,45661.0,0.0,0.0,0.0,4502283.0
70,Acadia NP,1989.0,5440952.0,188676.0,35285688.0,94333.0,0.0,0.0,173909.0,46089.0,0.0,0.0,0.0,5440952.0
71,Acadia NP,1990.0,2339591.0,252546.0,12738818.0,252576.0,0.0,0.0,126135.0,29724.0,0.0,0.0,9748.0,2339591.0
72,Acadia NP,1991.0,2475857.0,252576.0,13198380.0,252576.0,0.0,0.0,140760.0,30222.0,0.0,0.0,9581.0,2475857.0
73,Acadia NP,1992.0,2382113.0,252576.0,12689318.0,252576.0,0.0,0.0,128478.0,31437.0,0.0,0.0,9796.0,2382113.0
74,Acadia NP,1993.0,2656034.0,252576.0,14140929.0,252576.0,0.0,0.0,130287.0,32094.0,0.0,0.0,10518.0,2656034.0
75,Acadia NP,1994.0,2710749.0,252576.0,14431349.0,252576.0,0.0,0.0,129483.0,29025.0,0.0,0.0,10511.0,2710749.0
76,Acadia NP,1995.0,2845378.0,252576.0,15169080.0,252576.0,0.0,0.0,129351.0,29616.0,0.0,0.0,10476.0,2845378.0
77,Acadia NP,1996.0,2704831.0,252576.0,14442606.0,252576.0,0.0,0.0,108939.0,35526.0,0.0,0.0,9512.0,2704831.0
78,Acadia NP,1997.0,2760306.0,252576.0,14702522.0,252576.0,0.0,0.0,115935.0,28512.0,0.0,0.0,10286.0,2760306.0
79,Acadia NP,1998.0,2594497.0,252576.0,13838352.0,252576.0,0.0,0.0,135507.0,23544.0,0.0,0.0,11111.0,2594497.0
80,Acadia NP,1999.0,2602227.0,252576.0,13910921.0,252576.0,0.0,0.0,125046.0,23682.0,0.0,0.0,10218.0,2602227.0
81,Acadia NP,2000.0,2469238.0,252576.0,13230679.0,252576.0,0.0,0.0,114033.0,22692.0,0.0,0.0,9747.0,2469238.0
82,Acadia NP,2001.0,2516551.0,252576.0,13467741.0,252576.0,0.0,0.0,118545.0,24747.0,0.0,0.0,10382.0,2516551.0
83,Acadia NP,2002.0,2558572.0,252576.0,13683657.0,252576.0,0.0,0.0,122340.0,22545.0,0.0,0.0,11262.0,2558572.0
84,Acadia NP,2003.0,2431062.0,34500.0,13012171.0,34500.0,0.0,0.0,117369.0,21876.0,0.0,0.0,9693.0,2431062.0
85,Acadia NP,2004.0,2207847.0,34500.0,11822104.0,34500.0,0.0,0.0,101577.0,19878.0,0.0,0.0,8618.0,2207847.0
86,Acadia NP,2005.0,2051484.0,47100.0,10568105.0,47100.0,0.0,0.0,85815.0,19302.0,1157.0,0.0,5378.0,2051484.0
87,Acadia NP,2006.0,2083588.0,47100.0,10720555.0,47100.0,0.0,0.0,96252.0,22299.0,1306.0,0.0,7300.0,2083588.0
88,Acadia NP,2007.0,2202228.0,47100.0,11331597.0,47100.0,0.0,0.0,98586.0,23280.0,1091.0,0.0,7352.0,2202228.0
89,Acadia NP,2008.0,2075857.0,47100.0,10635395.0,47100.0,0.0,0.0,101028.0,21198.0,1229.0,0.0,6698.0,2075857.0
90,Acadia NP,2009.0,2227698.0,47100.0,11447560.0,47100.0,0.0,0.0,105042.0,22755.0,1037.0,0.0,7212.0,2227698.0
91,Acadia NP,2010.0,2504208.0,47100.0,12827516.0,47100.0,0.0,0.0,121287.0,28821.0,974.0,0.0,8549.0,2504208.0
92,Acadia NP,2011.0,2374645.0,47100.0,12101384.0,47100.0,0.0,0.0,117879.0,27519.0,1157.0,0.0,7243.0,2374645.0
93,Acadia NP,2012.0,2431052.0,47100.0,12458831.0,47100.0,0.0,0.0,124482.0,26760.0,1316.0,0.0,8083.0,2431052.0
94,Acadia NP,2013.0,2254922.0,47100.0,11347331.0,47100.0,0.0,0.0,114753.0,29025.0,1166.0,0.0,7047.0,2254922.0
95,Acadia NP,2014.0,2563129.0,47100.0,13085317.0,47100.0,0.0,0.0,126474.0,33369.0,1230.0,0.0,8474.0,2563129.0
96,Acadia NP,2015.0,2811184.0,47100.0,14452151.0,47100.0,0.0,0.0,135000.0,32094.0,1233.0,0.0,8343.0,2811184.0
97,Acadia NP,2016.0,3303393.0,47100.0,22698596.0,47100.0,0.0,977.0,152811.0,46629.0,1324.0,0.0,8563.0,3303393.0
98,Acadia NP,2017.0,3509271.0,47100.0,24014370.0,47100.0,0.0,1657.0,152586.0,55812.0,1597.0,0.0,10889.0,3509271.0
99,Arches NP,1929.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
100,Arches NP,1930.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
101,Arches NP,1931.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0
102,Arches NP,1932.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
103,Arches NP,1933.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
104,Arches NP,1934.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
105,Arches NP,1935.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
106,Arches NP,1936.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
107,Arches NP,1937.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
108,Arches NP,1938.0,1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
109,Arches NP,1939.0,1775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.0
110,Arches NP,1940.0,2512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512.0
111,Arches NP,1941.0,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.0
112,Arches NP,1942.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0
113,Arches NP,1943.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0
114,Arches NP,1944.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0
115,Arches NP,1945.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
116,Arches NP,1946.0,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.0
117,Arches NP,1947.0,5028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.0
118,Arches NP,1948.0,8870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870.0
119,Arches NP,1949.0,13270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13270.0
120,Arches NP,1950.0,16257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16257.0
121,Arches NP,1951.0,18603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18603.0
122,Arches NP,1952.0,28683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28683.0
123,Arches NP,1953.0,30853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30853.0
124,Arches NP,1954.0,31300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31300.0
125,Arches NP,1955.0,31800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31800.0
126,Arches NP,1956.0,28500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28500.0
127,Arches NP,1957.0,25400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25400.0
128,Arches NP,1958.0,40100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40100.0
129,Arches NP,1959.0,59800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59800.0
130,Arches NP,1960.0,71600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71600.0
131,Arches NP,1961.0,90700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90700.0
132,Arches NP,1962.0,105700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105700.0
133,Arches NP,1963.0,118200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118200.0
134,Arches NP,1964.0,99700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99700.0
135,Arches NP,1965.0,143900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143900.0
136,Arches NP,1966.0,128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128000.0
137,Arches NP,1967.0,120300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120300.0
138,Arches NP,1968.0,135600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135600.0
139,Arches NP,1969.0,162600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162600.0
140,Arches NP,1970.0,178500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178500.0
141,Arches NP,1971.0,202100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202100.0
142,Arches NP,1972.0,225128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225128.0
143,Arches NP,1973.0,274900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274900.0
144,Arches NP,1974.0,166900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166900.0
145,Arches NP,1975.0,236100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236100.0
146,Arches NP,1976.0,294800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294800.0
147,Arches NP,1977.0,313400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313400.0
148,Arches NP,1978.0,326948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326948.0
149,Arches NP,1979.0,269840.0,0.0,1825420.0,0.0,0.0,0.0,18772.0,17605.0,2332.0,0.0,3759.0,269840.0
150,Arches NP,1980.0,290519.0,0.0,1885869.0,0.0,0.0,0.0,20590.0,15855.0,1886.0,0.0,4081.0,290519.0
151,Arches NP,1981.0,326508.0,0.0,2093772.0,0.0,0.0,0.0,24951.0,14210.0,2236.0,0.0,5030.0,326508.0
152,Arches NP,1982.0,339415.0,0.0,2060421.0,0.0,0.0,0.0,21660.0,14591.0,2542.0,0.0,5081.0,339415.0
153,Arches NP,1983.0,287875.0,0.0,1738233.0,0.0,0.0,0.0,17652.0,13245.0,1695.0,0.0,3851.0,287875.0
154,Arches NP,1984.0,345180.0,0.0,1869556.0,0.0,0.0,0.0,17171.0,11959.0,1425.0,0.0,3609.0,345180.0
155,Arches NP,1985.0,363464.0,0.0,2093280.0,0.0,0.0,0.0,22258.0,14049.0,1596.0,0.0,3884.0,363464.0
156,Arches NP,1986.0,419444.0,0.0,2389140.0,0.0,0.0,0.0,24227.0,16438.0,1906.0,0.0,4506.0,419444.0
157,Arches NP,1987.0,468916.0,0.0,2498585.0,0.0,0.0,0.0,24469.0,17627.0,2137.0,0.0,6477.0,468916.0
158,Arches NP,1988.0,520455.0,0.0,2801449.0,0.0,0.0,0.0,25046.0,19751.0,1818.0,0.0,7591.0,520455.0
159,Arches NP,1989.0,555809.0,0.0,2894971.0,0.0,0.0,0.0,27072.0,15017.0,2297.0,0.0,7739.0,555809.0
160,Arches NP,1990.0,620719.0,0.0,3258165.0,0.0,0.0,0.0,31632.0,16870.0,2228.0,0.0,7707.0,620719.0
161,Arches NP,1991.0,705882.0,0.0,3507846.0,0.0,0.0,0.0,29698.0,17871.0,2850.0,0.0,7835.0,705882.0
162,Arches NP,1992.0,799831.0,0.0,3795573.0,0.0,0.0,0.0,32777.0,15893.0,3033.0,0.0,6467.0,799831.0
163,Arches NP,1993.0,773678.0,0.0,3506849.0,0.0,0.0,0.0,30028.0,12002.0,2289.0,0.0,5090.0,773678.0
164,Arches NP,1994.0,777178.0,0.0,3578970.0,0.0,0.0,0.0,28835.0,13039.0,1267.0,0.0,8837.0,777178.0
165,Arches NP,1995.0,859374.0,0.0,3705909.0,0.0,0.0,0.0,27963.0,12437.0,868.0,0.0,5723.0,859374.0
166,Arches NP,1996.0,856016.0,0.0,3663763.0,0.0,0.0,0.0,27266.0,12905.0,555.0,0.0,4931.0,856016.0
167,Arches NP,1997.0,858525.0,0.0,3715704.0,0.0,0.0,0.0,28229.0,13284.0,728.0,0.0,5264.0,858525.0
168,Arches NP,1998.0,837161.0,0.0,3710443.0,0.0,0.0,0.0,30348.0,13618.0,420.0,0.0,5569.0,837161.0
169,Arches NP,1999.0,869980.0,0.0,3787746.0,0.0,0.0,0.0,26984.0,15520.0,817.0,0.0,5754.0,869980.0
170,Arches NP,2000.0,786429.0,0.0,3457464.0,0.0,0.0,0.0,26940.0,14116.0,643.0,0.0,4059.0,786429.0
171,Arches NP,2001.0,754026.0,0.0,3388006.0,0.0,0.0,0.0,29711.0,12466.0,414.0,0.0,4322.0,754026.0
172,Arches NP,2002.0,769672.0,0.0,3433320.0,0.0,0.0,0.0,29450.0,12074.0,402.0,0.0,4921.0,769672.0
173,Arches NP,2003.0,757781.0,0.0,3344489.0,0.0,0.0,0.0,28308.0,11974.0,341.0,0.0,4008.0,757781.0
174,Arches NP,2004.0,733131.0,0.0,3360965.0,0.0,0.0,0.0,29524.0,13616.0,378.0,0.0,4883.0,733131.0
175,Arches NP,2005.0,781670.0,0.0,3607089.0,0.0,0.0,0.0,32040.0,14380.0,471.0,0.0,5697.0,781670.0
176,Arches NP,2006.0,833049.0,0.0,3743632.0,0.0,0.0,0.0,30090.0,15454.0,286.0,0.0,6025.0,833049.0
177,Arches NP,2007.0,860181.0,0.0,3799550.0,0.0,0.0,0.0,29023.0,15081.0,277.0,0.0,6412.0,860181.0
178,Arches NP,2008.0,928795.0,0.0,4006852.0,0.0,0.0,0.0,29299.0,14595.0,366.0,0.0,6595.0,928795.0
179,Arches NP,2009.0,996312.0,0.0,4291467.0,0.0,0.0,0.0,30542.0,16411.0,808.0,0.0,6513.0,996312.0
180,Arches NP,2010.0,1014405.0,0.0,4173920.0,0.0,0.0,0.0,23616.0,15478.0,923.0,0.0,7095.0,1014405.0
181,Arches NP,2011.0,1040758.0,0.0,4344187.0,0.0,0.0,0.0,26264.0,16643.0,1192.0,0.0,6816.0,1040758.0
182,Arches NP,2012.0,1070577.0,0.0,4397956.0,0.0,0.0,0.0,27002.0,14742.0,851.0,0.0,6832.0,1070577.0
183,Arches NP,2013.0,1082866.0,0.0,4432558.0,0.0,0.0,0.0,27705.0,14431.0,953.0,0.0,6241.0,1082866.0
184,Arches NP,2014.0,1284767.0,0.0,5005854.0,0.0,0.0,0.0,25252.0,15436.0,1211.0,0.0,6085.0,1284767.0
185,Arches NP,2015.0,1399247.0,0.0,5420170.0,0.0,0.0,0.0,27158.0,16565.0,1208.0,0.0,6005.0,1399247.0
186,Arches NP,2016.0,1585718.0,0.0,6049250.0,0.0,0.0,0.0,28046.0,18658.0,1174.0,0.0,5959.0,1585718.0
187,Arches NP,2017.0,1539028.0,0.0,4672677.0,0.0,0.0,0.0,1426.0,826.0,65.0,0.0,0.0,1539028.0
188,Badlands NP,1939.0,205100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205100.0
189,Badlands NP,1940.0,181993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181993.0
190,Badlands NP,1941.0,252248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252248.0
191,Badlands NP,1942.0,86256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86256.0
192,Badlands NP,1943.0,10149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10149.0
193,Badlands NP,1944.0,10349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10349.0
194,Badlands NP,1945.0,31377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31377.0
195,Badlands NP,1946.0,230403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230403.0
196,Badlands NP,1947.0,339843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339843.0
197,Badlands NP,1948.0,384133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384133.0
198,Badlands NP,1949.0,373076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373076.0
199,Badlands NP,1950.0,447654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447654.0
200,Badlands NP,1951.0,607965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607965.0
201,Badlands NP,1952.0,580902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580902.0
202,Badlands NP,1953.0,658691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658691.0
203,Badlands NP,1954.0,665000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665000.0
204,Badlands NP,1955.0,630900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630900.0
205,Badlands NP,1956.0,663200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663200.0
206,Badlands NP,1957.0,701100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701100.0
207,Badlands NP,1958.0,810800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810800.0
