Title,Bookmark
Annual Summary Report ,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Summary%20Report%20(1904%20-%20Last%20Calendar%20Year)

ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,TotalRecreationVisitors,TotalNonRecreationVisitors,TotalRecreationHours,TotalNonRecreationHours,TotalConcessionerLodging,TotalConcessionerCamping,TotalTentCampers,TotalRVCampers,TotalBackcountry,TotalNonRecreationOvernightStays,TotalMiscellaneousOvernightStays
Black Canyon of the Gunnison NP,1956,"62,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1957,"48,900",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1958,"93,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1959,"100,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1960,"122,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1961,"115,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1962,"131,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1963,"146,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1964,"168,200",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1965,"184,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1966,"181,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1967,"185,100",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1968,"215,900",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1969,"302,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1970,"249,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1971,"223,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1972,"273,322",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1973,"234,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1974,"267,100",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1975,"348,900",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1976,"373,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1977,"310,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1978,"271,879",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1979,"234,286",0,"728,525",0,0,0,"11,925","11,652","1,404",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1980,"336,119",0,"912,003",0,0,0,"13,032","11,267","1,560",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1981,"266,604",0,"796,835",0,0,0,"11,804","11,964","2,136",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1982,"227,428",0,"697,895",0,0,0,"11,414","10,396","1,708",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1983,"291,618",0,"779,513",0,0,0,"10,309","9,865","1,116",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1984,"253,048",0,"651,344",0,0,0,"8,721","7,459",567,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1985,"266,012",0,"530,985",0,0,0,"2,574","2,345",409,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1986,"289,117",0,"573,902",0,0,0,"2,642","2,296",405,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1987,"285,439",0,"568,681",0,0,0,"2,867","2,119",436,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1988,"269,073",0,"532,146",0,0,0,"2,214","2,026",563,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1989,"288,586",0,"574,428",0,0,0,"2,352","1,957",685,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1990,"275,323",0,"644,534",0,0,0,"5,332","5,307","1,011",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1991,"316,336",0,"841,849",0,0,0,"10,069","9,929",693,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1992,"337,209",0,"928,145",0,0,0,"9,601","7,978","1,516",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1993,"319,322",0,"903,379",0,0,0,"10,640","7,392","1,872",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1994,"214,194",0,"1,128,144",0,0,0,"6,509","4,918","3,865",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1995,"221,113",0,"1,081,486",0,0,0,"7,168","4,236","1,968",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1996,"200,125",0,"1,031,067",0,0,0,"5,912","4,751","2,156",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1997,"209,863",0,"993,681",0,0,0,"4,940","4,031","1,839",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1998,"193,451",0,"937,695",0,0,0,"5,803","3,953","1,493",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,1999,"200,142",0,"950,796",0,0,0,"7,419","3,268","1,597",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2000,"191,506",0,"1,000,840",0,0,0,"7,446","3,824","2,456",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2001,"181,018",0,"976,823",0,0,0,"7,318","4,751","1,729",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2002,"173,687",0,"904,213",0,0,0,"6,355","3,811","1,884",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2003,"167,247",0,"960,008",0,0,0,"5,726","7,110","2,037",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2004,"175,581",0,"993,493",0,0,0,"6,948","6,637","1,782",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2005,"180,814",0,"960,922",0,0,0,"6,691","5,464","1,635",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2006,"160,450",0,"859,668",0,0,0,"6,410","4,624","1,829",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2007,"219,576",0,"1,057,141",0,0,0,"7,271","6,401","1,705",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2008,"160,185",0,"897,618",0,0,0,"7,021","5,540","1,259",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2009,"171,451",0,"937,746",0,0,0,"7,341","5,771","1,412",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2010,"176,344",0,"985,916",0,0,0,"8,165","7,089","1,146",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2011,"168,336",0,"1,024,767",0,0,0,"9,919","7,568",631,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2012,"192,570",0,"1,141,549",0,0,0,"10,057","8,979",666,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2013,"175,852",0,"1,072,655",0,0,0,"9,949","8,306",575,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2014,"183,045",0,"1,051,737",0,0,0,"9,685","7,369",390,0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2015,"209,166",0,"1,226,426",0,0,0,"12,490","8,619","1,090",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2016,"238,018",0,"1,595,539",0,0,0,"19,070","11,878","1,936",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Black Canyon of the Gunnison NP,2017,"307,143",0,"1,746,554",0,0,0,"18,795","12,257","1,708",0,0,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1929,"21,997",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1930,"35,982",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1931,"41,572",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1932,"34,143",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1933,"32,878",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1934,"51,188",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1935,"63,703",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1936,"88,848",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1937,"94,331",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1938,"101,851",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1939,"101,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1940,"103,362",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1941,"124,563",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1942,"30,019",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1943,"7,690",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1944,"10,311",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1945,"33,463",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1946,"125,828",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1947,"163,172",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1948,"175,975",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1949,"192,552",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1950,"212,976",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1951,"224,801",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1952,"225,113",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1953,"242,820",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1954,"238,200",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1955,"254,200",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1956,"257,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1957,"263,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1958,"248,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1959,"278,300",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1960,"272,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1961,"264,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1962,"251,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1963,"289,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1964,"300,300",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1965,"366,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1966,"396,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1967,"295,000",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1968,"320,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1969,"366,900",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1970,"345,900",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1971,"377,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1972,"424,830",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1973,"429,700",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1974,"408,800",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1975,"579,200",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1976,"625,600",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1977,"611,500",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1978,"679,260",,,,,,,,,,,"3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1979,"558,095",982,"4,973,494","25,040","26,145",0,"47,916","48,403",871,0,"8,794","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1980,"571,541","1,947","4,758,528","7,817","32,715",0,"50,369","51,608","1,270",0,"4,243","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1981,"474,092","7,457","4,725,237","15,992","34,012",0,"49,519","44,133","2,208",0,"6,454","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1982,"471,517","233,279","4,408,347","176,257","25,311",0,"47,612","44,055","1,818",0,"3,710","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1983,"472,633","222,218","4,390,318","66,664","29,872",0,"44,342","41,260","1,595",348,"3,740","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1984,"495,104","268,192","4,618,130","80,458","34,064",0,"48,928","41,394","1,527",403,"3,785","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1985,"500,782","236,540","4,522,991","70,964","30,272",0,"44,347","43,898","1,326",505,"3,329","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1986,"578,018","256,658","4,893,738","76,997","33,708",0,"39,185","35,226","1,396",35,"2,330","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
Bryce Canyon NP,1987,"718,342","295,199","5,450,344","85,204","34,688",0,"46,838","48,143","2,425",0,"2,061","3,637,143,441","853,692,511","23,487,119,890","592,971,219","122,005,183","23,604,973","104,593,336","74,980,525","44,769,062","2,627,173","22,764,145"
